"separator_c19a55","hiddenVisually_b18fe2","embedDescription__623de","embedFieldValue__623de","embedFieldValue__623de 2","embedFieldValue__623de 3","embedFieldValue__623de 4","embedFieldValue__623de 5","embedFieldValue__623de 6","embedFieldValue__623de 7","embedFieldValue__623de 8","embedFieldValue__623de 9","timestamp__75297","hiddenVisually_b18fe2 2","loadingOverlay_af017a src","latin24CompactTimeStamp_c19a55","separator_c19a55 2"
"—","Thursday, October 9, 2025 at 3:23 PM","Call Sweep","GLD","380","11/21/2025","Call","Ask","2,568","$1.2M","9,742","84,781","7 hours ago","Thursday, October 9, 2025 at 3:07 PM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=128&height=128","",""
"[","Thursday, October 9, 2025 at 3:27 PM","Call Sweep","HOOD","145","01/16/2026","Call","Ask","200","$490K","393","2,760","7 hours ago","Thursday, October 9, 2025 at 3:12 PM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=128&height=128","3:27 PM","]"
"[","Thursday, October 9, 2025 at 3:28 PM","Unusual Put Sweep","IREN","60","10/31/2025","Put","Ask","2,259","$1.2M","5,008","162","7 hours ago","Thursday, October 9, 2025 at 3:13 PM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=128&height=128","3:28 PM","]"
"[","Thursday, October 9, 2025 at 3:29 PM","Call Sweep","COST","920","10/17/2025","Call","Above","200","$452.1K","603","632","7 hours ago","Thursday, October 9, 2025 at 3:14 PM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=128&height=128","3:29 PM","]"
"—","Thursday, October 9, 2025 at 3:36 PM","Put Sweep","NVDA","170","08/21/2026","Put","Ask","312","$530.4K","332","1,021","7 hours ago","Thursday, October 9, 2025 at 3:21 PM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=128&height=128","",""
"[","Thursday, October 9, 2025 at 3:37 PM","Call Sweep","NBIS","145","03/20/2026","Call","Ask","186","$532K","196","237","7 hours ago","Thursday, October 9, 2025 at 3:22 PM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=128&height=128","3:37 PM","]"
"—","Thursday, October 9, 2025 at 3:43 PM","Unusual Put Sweep","AVGO","345","10/17/2025","Put","Ask","748","$718.1K","6,757","536","7 hours ago","Thursday, October 9, 2025 at 3:28 PM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=128&height=128","",""
"[","Thursday, October 9, 2025 at 3:43 PM","Unusual Put Sweep","AVGO","345","10/17/2025","Put","Ask","1,841","$1.8M","8,598","536","7 hours ago","Thursday, October 9, 2025 at 3:28 PM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=128&height=128","3:43 PM","]"
"[","Thursday, October 9, 2025 at 3:45 PM","Call Sweep","NBIS","130","10/17/2025","Call","Ask","425","$412.3K","2,137","2,536","7 hours ago","Thursday, October 9, 2025 at 3:30 PM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=128&height=128","3:45 PM","]"
"[","Thursday, October 9, 2025 at 3:47 PM","Call Sweep","GLD","350","11/21/2025","Call","Ask","250","$526.3K","1,592","10,707","7 hours ago","Thursday, October 9, 2025 at 3:32 PM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=128&height=128","3:47 PM","]"
"[","Thursday, October 9, 2025 at 3:49 PM","Call Sweep","SLV","37.5","01/16/2026","Call","Ask","775","$569.6K","2,078","6,923","7 hours ago","Thursday, October 9, 2025 at 3:33 PM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=128&height=128","3:49 PM","]"
"—","Thursday, October 9, 2025 at 3:51 PM","Unusual Call Sweep","MSTR","347.5","10/17/2025","Call","Ask","1,068","$427.2K","8,059","604","7 hours ago","Thursday, October 9, 2025 at 3:36 PM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=128&height=128","",""
"[","Thursday, October 9, 2025 at 3:51 PM","Unusual Call Sweep","MSTR","347.5","10/17/2025","Call","Ask","1,279","$511.6K","9,338","604","7 hours ago","Thursday, October 9, 2025 at 3:36 PM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=128&height=128","3:51 PM","]"
"[","Thursday, October 9, 2025 at 3:52 PM","Call Sweep","PATH","14","01/16/2026","Call","Ask","1,140","$649.8K","2,487","5,897","7 hours ago","Thursday, October 9, 2025 at 3:37 PM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=128&height=128","3:52 PM","]"
"[","Thursday, October 9, 2025 at 3:53 PM","Unusual Call Sweep","MSTR","347.5","10/17/2025","Call","Ask","2,005","$832.1K","11,374","604","7 hours ago","Thursday, October 9, 2025 at 3:38 PM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=128&height=128","3:53 PM","]"
"[","Thursday, October 9, 2025 at 3:53 PM","Call Sweep","META","800","12/19/2025","Call","Ask","500","$1.3M","1,586","7,626","7 hours ago","Thursday, October 9, 2025 at 3:38 PM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=128&height=128","3:53 PM","]"
"—","Thursday, October 9, 2025 at 4:01 PM","Call Sweep","AMZN","260","12/17/2027","Call","Ask","178","$691.5K","241","1,487","7 hours ago","Thursday, October 9, 2025 at 3:46 PM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=128&height=128","",""
"[","Thursday, October 9, 2025 at 4:02 PM","Call Sweep","PLTR","220","01/16/2026","Call","Ask","1,000","$1.2M","1,606","5,759","7 hours ago","Thursday, October 9, 2025 at 3:47 PM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=128&height=128","4:02 PM","]"
"[","Thursday, October 9, 2025 at 4:03 PM","Call Sweep","BABA","185","02/20/2026","Call","Ask","389","$608.8K","500","1,242","7 hours ago","Thursday, October 9, 2025 at 3:48 PM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=128&height=128","4:03 PM","]"
"—","Thursday, October 9, 2025 at 4:10 PM","Put Sweep","WBD","18","10/17/2025","Put","Ask","4,969","$402.5K","12,289","34,461","7 hours ago","Thursday, October 9, 2025 at 3:55 PM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=128&height=128","",""
"[","Thursday, October 9, 2025 at 4:10 PM","Call Sweep","INTC","37.5","10/10/2025","Call","Above","10,107","$738.1K","34,991","12,632","7 hours ago","Thursday, October 9, 2025 at 3:55 PM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=128&height=128","4:10 PM","]"
"[","Thursday, October 9, 2025 at 4:14 PM","Call Sweep","ETHA","34","11/21/2025","Call","Above","3,000","$877.5K","6,736","16,666","7 hours ago","Thursday, October 9, 2025 at 3:59 PM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=128&height=128","4:14 PM","]"
"[","Thursday, October 9, 2025 at 4:14 PM","Call Sweep","ETHA","34","11/21/2025","Call","Above","2,225","$665.5K","8,961","16,666","7 hours ago","Thursday, October 9, 2025 at 3:59 PM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=128&height=128","4:14 PM","]"
"[","Thursday, October 9, 2025 at 4:15 PM","Call Sweep","INTC","40","01/15/2027","Call","Ask","502","$451.8K","3,849","53,277","7 hours ago","Thursday, October 9, 2025 at 3:59 PM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=128&height=128","4:15 PM","]"
"—","Thursday, October 9, 2025 at 4:14 PM","Call Sweep","ETHA","34","11/21/2025","Call","Above","2,225","$665.5K","8,961","16,666","19 hours ago","Thursday, October 9, 2025 at 3:59 PM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","",""
"[","Thursday, October 9, 2025 at 4:15 PM","Call Sweep","INTC","40","01/15/2027","Call","Ask","502","$451.8K","3,849","53,277","19 hours ago","Thursday, October 9, 2025 at 3:59 PM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","4:15 PM","]"
"—","Friday, October 10, 2025 at 9:45 AM","Call Sweep","NVDA","200","01/16/2026","Call","Above","474","$679.1K","741","72,016","2 hours ago","Friday, October 10, 2025 at 9:30 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","",""
"[","Friday, October 10, 2025 at 9:46 AM","Call Sweep","AMD","260","11/21/2025","Call","Above","501","$594.9K","518","7,381","2 hours ago","Friday, October 10, 2025 at 9:31 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","9:46 AM","]"
"[","Friday, October 10, 2025 at 9:47 AM","Call Sweep","MARA","22","01/16/2026","Call","Ask","1,000","$400K","1,006","6,766","2 hours ago","Friday, October 10, 2025 at 9:32 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","9:47 AM","]"
"[","Friday, October 10, 2025 at 9:48 AM","Call Sweep","COIN","380","10/31/2025","Call","Ask","150","$480K","200","1,072","2 hours ago","Friday, October 10, 2025 at 9:33 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","9:48 AM","]"
"[","Friday, October 10, 2025 at 9:48 AM","Call Sweep","IREN","63","10/10/2025","Call","Ask","1,001","$500.5K","1,300","2,708","2 hours ago","Friday, October 10, 2025 at 9:33 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","9:48 AM","]"
"[","Friday, October 10, 2025 at 9:48 AM","Call Sweep","INTC","40","01/15/2027","Call","Ask","592","$592K","642","53,974","2 hours ago","Friday, October 10, 2025 at 9:33 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","9:48 AM","]"
"[","Friday, October 10, 2025 at 9:49 AM","Call Sweep","ORCL","290","10/17/2025","Call","Above","1,449","$2.5M","1,461","4,183","2 hours ago","Friday, October 10, 2025 at 9:34 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","9:49 AM","]"
"[","Friday, October 10, 2025 at 9:49 AM","Call Sweep","CRWV","145","10/17/2025","Call","Ask","501","$450.9K","1,534","19,160","2 hours ago","Friday, October 10, 2025 at 9:34 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","9:49 AM","]"
"[","Friday, October 10, 2025 at 9:50 AM","Call Sweep","PGY","35","02/20/2026","Call","Ask","998","$588.8K","2,001","6,272","2 hours ago","Friday, October 10, 2025 at 9:35 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","9:50 AM","]"
"[","Friday, October 10, 2025 at 9:51 AM","Put Sweep","SLV","45","12/19/2025","Put","Ask","1,433","$458.6K","1,451","1,213","2 hours ago","Friday, October 10, 2025 at 9:36 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","9:51 AM","]"
"—","Friday, October 10, 2025 at 9:52 AM","Call Sweep","CRWV","145","11/21/2025","Call","Ask","275","$584.4K","386","4,081","2 hours ago","Friday, October 10, 2025 at 9:37 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","",""
"[","Friday, October 10, 2025 at 9:52 AM","Call Sweep","GOOGL","260","12/19/2025","Call","Ask","500","$457.5K","1,065","21,393","2 hours ago","Friday, October 10, 2025 at 9:37 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","9:52 AM","]"
"[","Friday, October 10, 2025 at 9:53 AM","Put Sweep","IREN","60","10/17/2025","Put","Above","3,613","$576K","3,838","41,470","2 hours ago","Friday, October 10, 2025 at 9:37 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","9:53 AM","]"
"[","Friday, October 10, 2025 at 9:53 AM","Call Sweep","INTC","37.5","10/10/2025","Call","Above","23,919","$3.5M","31,583","41,784","2 hours ago","Friday, October 10, 2025 at 9:38 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","9:53 AM","]"
"[","Friday, October 10, 2025 at 9:54 AM","Call Sweep","TSLA","500","11/21/2025","Call","Above","1,003","$1.6M","3,000","41,648","2 hours ago","Friday, October 10, 2025 at 9:39 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","9:54 AM","]"
"[","Friday, October 10, 2025 at 9:54 AM","Call Sweep","AMD","250","01/16/2026","Call","Above","416","$857K","751","9,405","2 hours ago","Friday, October 10, 2025 at 9:39 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","9:54 AM","]"
"[","Friday, October 10, 2025 at 9:56 AM","Put Sweep","PDD","130","04/17/2026","Put","Ask","390","$448.5K","2,790","9,531","2 hours ago","Friday, October 10, 2025 at 9:41 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","9:56 AM","]"
"[","Friday, October 10, 2025 at 9:57 AM","Call Sweep","WULF","27","06/18/2026","Call","Ask","4,003","$944.7K","4,326","0","2 hours ago","Friday, October 10, 2025 at 9:42 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","9:57 AM","]"
"[","Friday, October 10, 2025 at 9:57 AM","Call Sweep","AVGO","380","11/21/2025","Call","Ask","500","$492.5K","540","5,122","2 hours ago","Friday, October 10, 2025 at 9:42 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","9:57 AM","]"
"[","Friday, October 10, 2025 at 9:57 AM","Call Sweep","CRWV","130","08/21/2026","Call","Ask","1,173","$6.7M","1,180","1,481","2 hours ago","Friday, October 10, 2025 at 9:42 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","9:57 AM","]"
"[","Friday, October 10, 2025 at 9:58 AM","Call Sweep","NBIS","130","10/17/2025","Call","Above","500","$578.1K","691","2,786","2 hours ago","Friday, October 10, 2025 at 9:43 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","9:58 AM","]"
"[","Friday, October 10, 2025 at 9:59 AM","Unusual Put Sweep","TQQQ","110","10/10/2025","Put","Ask","4,999","$484.9K","5,525","671","2 hours ago","Friday, October 10, 2025 at 9:43 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","9:59 AM","]"
"[","Friday, October 10, 2025 at 9:59 AM","Call Sweep","VRT","180","11/21/2025","Call","Ask","400","$660K","1,384","3,868","2 hours ago","Friday, October 10, 2025 at 9:44 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","9:59 AM","]"
"—","Friday, October 10, 2025 at 10:00 AM","Call Sweep","AMD","260","11/21/2025","Call","Ask","750","$720K","1,939","7,381","2 hours ago","Friday, October 10, 2025 at 9:45 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","",""
"[","Friday, October 10, 2025 at 10:00 AM","Call Sweep","ORCL","300","10/10/2025","Call","Ask","2,298","$528.5K","8,391","12,364","2 hours ago","Friday, October 10, 2025 at 9:45 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","10:00 AM","]"
"[","Friday, October 10, 2025 at 10:02 AM","Call Sweep","W","70","01/16/2026","Call","Ask","364","$527.8K","533","629","2 hours ago","Friday, October 10, 2025 at 9:47 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","10:02 AM","]"
"[","Friday, October 10, 2025 at 10:03 AM","Call Sweep","W","70","01/16/2026","Call","Ask","418","$597.7K","951","629","2 hours ago","Friday, October 10, 2025 at 9:47 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","10:03 AM","]"
"[","Friday, October 10, 2025 at 10:03 AM","Unusual Call Sweep","W","70","01/16/2026","Call","Ask","825","$1.2M","2,010","629","2 hours ago","Friday, October 10, 2025 at 9:48 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","10:03 AM","]"
"[","Friday, October 10, 2025 at 10:06 AM","Put Sweep","BABA","170","10/17/2025","Put","Ask","1,098","$406.3K","1,656","3,222","2 hours ago","Friday, October 10, 2025 at 9:51 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","10:06 AM","]"
"[","Friday, October 10, 2025 at 10:07 AM","Call Sweep","ORCL","290","10/17/2025","Call","Ask","1,667","$3.2M","3,844","4,183","2 hours ago","Friday, October 10, 2025 at 9:51 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","10:07 AM","]"
"—","Friday, October 10, 2025 at 10:07 AM","Call Sweep","CSCO","75","11/21/2025","Call","Above","4,633","$617K","4,664","13,985","2 hours ago","Friday, October 10, 2025 at 9:52 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","",""
"[","Friday, October 10, 2025 at 10:08 AM","Call Sweep","B","29","01/16/2026","Call","Above","1,018","$546.1K","2,001","8,705","2 hours ago","Friday, October 10, 2025 at 9:52 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","10:08 AM","]"
"[","Friday, October 10, 2025 at 10:10 AM","Call Sweep","NVDA","190","11/21/2025","Call","Ask","363","$508.2K","733","38,236","2 hours ago","Friday, October 10, 2025 at 9:55 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","10:10 AM","]"
"[","Friday, October 10, 2025 at 10:10 AM","Call Sweep","CSCO","75","11/21/2025","Call","Ask","4,501","$607.6K","14,645","13,985","2 hours ago","Friday, October 10, 2025 at 9:55 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","10:10 AM","]"
"[","Friday, October 10, 2025 at 10:12 AM","Put Sweep","IREN","60","10/17/2025","Put","Ask","11,140","$1.7M","33,489","41,470","2 hours ago","Friday, October 10, 2025 at 9:57 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","10:12 AM","]"
"[","Friday, October 10, 2025 at 10:12 AM","Put Sweep","TSLA","350","12/17/2027","Put","Ask","200","$1.5M","200","3,477","2 hours ago","Friday, October 10, 2025 at 9:57 AM","https://images-ext-1.discordapp.net/external/wyE-ZOXvWMqzyowPCFaXXBylQEz4MeXJtrqBtP47ZjU/https/www.cheddarflow.com/wp-content/uploads/2023/05/option_sweep.png?format=webp&quality=lossless&width=64&height=64","10:12 AM","]"
