"avatar_c19a55 src","username_c19a55","botText__82f07","timestamp_c19a55","separator_c19a55","hiddenVisually_b18fe2","embedDescription__623de","embedFieldValue__623de","embedFieldValue__623de 2","embedFieldValue__623de 3","embedFieldValue__623de 4","embedFieldValue__623de 5","embedFieldValue__623de 6","embedFieldValue__623de 7","embedFieldValue__623de 8","embedFieldValue__623de 9","timestamp__75297","hiddenVisually_b18fe2 2","latin24CompactTimeStamp_c19a55","separator_c19a55 2","emojiTooltipText__040f0","emojiTooltipText__040f0 2","emojiTooltipText__040f0 3","emojiTooltipText__040f0 5","hiddenVisually_b18fe2 3","hiddenVisually_b18fe2 4","hiddenVisually_b18fe2 5"
"https://cdn.discordapp.com/avatars/1151206734187216996/e9a6358a5ec27523e796b9fcf10c482e.webp?size=80","Cheddar Options Flow","APP","2:17 PM","—","Tuesday, October 28, 2025 at 2:17 PM","Call Sweep","NVDA","202.5","11/07/2025","Call","Ask","1,101","$467.9K","15,647","13,283","33 minutes ago","Tuesday, October 28, 2025 at 2:02 PM","","","","","","","","",""
"","","","","[","Tuesday, October 28, 2025 at 2:18 PM","Call Sweep","NVDA","200","11/07/2025","Call","Above","2,641","$1.4M","63,599","51,672","33 minutes ago","Tuesday, October 28, 2025 at 2:02 PM","2:18 PM","]","","","","","","",""
"","","","","[","Tuesday, October 28, 2025 at 2:18 PM","Call Sweep","BE","75","11/21/2025","Call","Ask","227","$896.7K","988","7,082","32 minutes ago","Tuesday, October 28, 2025 at 2:03 PM","2:18 PM","]","","","","","","",""
"","","","","[","Tuesday, October 28, 2025 at 2:19 PM","Call Sweep","NVDA","185","12/19/2025","Call","Ask","219","$478.5K","2,012","32,376","31 minutes ago","Tuesday, October 28, 2025 at 2:04 PM","2:19 PM","]","","","","","","",""
"","","","","[","Tuesday, October 28, 2025 at 2:21 PM","Call Sweep","NVDA","220","01/16/2026","Call","Above","1,502","$1.3M","6,112","28,628","30 minutes ago","Tuesday, October 28, 2025 at 2:05 PM","2:21 PM","]","","","","","","",""
"https://cdn.discordapp.com/avatars/1151206734187216996/e9a6358a5ec27523e796b9fcf10c482e.webp?size=80","Cheddar Options Flow","APP","2:24 PM","—","Tuesday, October 28, 2025 at 2:24 PM","Call Sweep","PLTR","195","11/21/2025","Call","Ask","1,000","$1.1M","2,615","6,934","25 minutes ago","Tuesday, October 28, 2025 at 2:09 PM","","","","","","","","",""
"","","","","[","Tuesday, October 28, 2025 at 2:31 PM","Call Sweep","NVDA","200","11/21/2025","Call","Ask","518","$518K","37,721","103,222","19 minutes ago","Tuesday, October 28, 2025 at 2:16 PM","2:31 PM","]","","","","","","",""
"https://cdn.discordapp.com/avatars/1151206734187216996/e9a6358a5ec27523e796b9fcf10c482e.webp?size=80","Cheddar Options Flow","APP","2:32 PM","—","Tuesday, October 28, 2025 at 2:32 PM","Call Sweep","NVDA","220","01/16/2026","Call","Above","1,500","$1.3M","7,752","28,628","19 minutes ago","Tuesday, October 28, 2025 at 2:17 PM","","","","","","","","",""
"","","","","[","Tuesday, October 28, 2025 at 2:32 PM","Put Sweep","NVDA","179","12/19/2025","Put","Ask","981","$539.6K","1,159","2,254","17 minutes ago","Tuesday, October 28, 2025 at 2:17 PM","2:32 PM","]","","","","","","",""
"","","","","[","Tuesday, October 28, 2025 at 2:33 PM","Unusual Call Sweep","SOFI","31","11/14/2025","Call","Ask","3,010","$662.2K","8,581","1,134","17 minutes ago","Tuesday, October 28, 2025 at 2:18 PM","2:33 PM","]","","","","","","",""
"","","","","[","Tuesday, October 28, 2025 at 2:35 PM","Call Sweep","NVDA","205","10/31/2025","Call","Ask","3,058","$642.2K","118,585","182,031","15 minutes ago","Tuesday, October 28, 2025 at 2:20 PM","2:35 PM","]","","","","","","",""
"https://cdn.discordapp.com/avatars/1151206734187216996/e9a6358a5ec27523e796b9fcf10c482e.webp?size=80","Cheddar Options Flow","APP","10:40 AM","—","Tuesday, October 28, 2025 at 10:40 AM","Call Sweep","TSLA","490","01/16/2026","Call","Ask","150","$606K","502","3,927","4 hours ago","Tuesday, October 28, 2025 at 10:25 AM","","",":thumbsup:","Click to react",":white_check_mark:",":heart:","Add Reaction","Forward","More"
"","","","","[","Tuesday, October 28, 2025 at 10:42 AM","Call Sweep","GOOGL","250","11/21/2025","Call","Ask","262","$590.8K","387","21,320","4 hours ago","Tuesday, October 28, 2025 at 10:27 AM","10:42 AM","]",":thumbsup:","Click to react",":white_check_mark:",":heart:","Add Reaction","Forward","More"
"","","","","[","Tuesday, October 28, 2025 at 2:00 PM","Call Sweep","NVDA","185","01/16/2026","Call","Ask","205","$492K","1,906","21,403","51 minutes ago","Tuesday, October 28, 2025 at 1:45 PM","2:00 PM","]",":thumbsup:","Click to react",":white_check_mark:",":heart:","Add Reaction","Forward","More"
"","","","","[","Tuesday, October 28, 2025 at 2:32 PM","Put Sweep","NVDA","179","12/19/2025","Put","Ask","981","$539.6K","1,159","2,254","19 minutes ago","Tuesday, October 28, 2025 at 2:17 PM","2:32 PM","]","","","","","","",""
"","","","","[","Tuesday, October 28, 2025 at 2:36 PM","Call Sweep","NVDA","190","11/07/2025","Call","Above","2,000","$2.4M","21,877","24,196","15 minutes ago","Tuesday, October 28, 2025 at 2:21 PM","2:36 PM","]","","","","","","",""
"","","","","[","Tuesday, October 28, 2025 at 2:36 PM","Highly Unusual Call Sweep","NVDA","207.5","10/31/2025","Call","Ask","5,052","$757.8K","92,629","63,393","15 minutes ago","Tuesday, October 28, 2025 at 2:21 PM","2:36 PM","]","","","","","","",""
"","","","","[","Tuesday, October 28, 2025 at 2:36 PM","Call Sweep","NVDA","190","11/07/2025","Call","Above","2,001","$2.4M","23,878","24,196","15 minutes ago","Tuesday, October 28, 2025 at 2:21 PM","2:36 PM","]","","","","","","",""
"","","","","[","Tuesday, October 28, 2025 at 2:18 PM","Call Sweep","BE","75","11/21/2025","Call","Ask","227","$896.7K","988","7,082","33 minutes ago","Tuesday, October 28, 2025 at 2:03 PM","2:18 PM","]","","","","","","",""
"https://cdn.discordapp.com/avatars/1151206734187216996/e9a6358a5ec27523e796b9fcf10c482e.webp?size=80","Cheddar Options Flow","APP","2:24 PM","—","Tuesday, October 28, 2025 at 2:24 PM","Call Sweep","PLTR","195","11/21/2025","Call","Ask","1,000","$1.1M","2,615","6,934","27 minutes ago","Tuesday, October 28, 2025 at 2:09 PM","","","","","","","","",""
"","","","","[","Tuesday, October 28, 2025 at 2:36 PM","Put Sweep","RIVN","14","11/21/2025","Put","Ask","3,499","$493.4K","3,511","4,931","15 minutes ago","Tuesday, October 28, 2025 at 2:21 PM","2:36 PM","]","","","","","","",""
"","","","","[","Tuesday, October 28, 2025 at 2:36 PM","Call Sweep","NVDA","205","10/31/2025","Call","Above","3,719","$805.6K","139,822","182,031","15 minutes ago","Tuesday, October 28, 2025 at 2:21 PM","2:36 PM","]","","","","","","",""
